fuzz;1hx3;docker;sdo;docker-robofuzz-MI2.sh;1h;1679396654142.out;2533;1;28
fuzz;1hx3;docker;sdo;docker-robofuzz-MI2.sh;1h;1679403969423.out;542;0;26
fuzz;1hx3;docker;sdo;docker-robofuzz-MI2.sh;1h;1679411307642.out;711;0;35
fuzz;1hx3;singularity;hpc;singularity-robofuzz-MI2.sh;1h;1799035.pyout;395;0;18
fuzz;1hx3;singularity;hpc;singularity-robofuzz-MI2.sh;1h;1799057.pyout;208;0;9
fuzz;1hx3;singularity;hpc;singularity-robofuzz-MI2.sh;1h;1799082.pyout;82;0;3
fuzz;1hx3;singularity;sdo;singularity-robofuzz-MI2.sh;1h;1679664122643.pyout;2651;1;36
fuzz;1hx3;singularity;sdo;singularity-robofuzz-MI2.sh;1h;1679671367353.pyout;255;0;12
fuzz;1hx3;singularity;sdo;singularity-robofuzz-MI2.sh;1h;1679678613481.pyout;2653;1;35
fuzz;2hx10+10;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798772.pyout;199;0;8
fuzz;2hx10+10;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798774.pyout;181;0;7
fuzz;2hx10+10;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798776.pyout;179;0;7
fuzz;2hx10+10;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798778.pyout;202;0;8
fuzz;2hx10+10;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798780.pyout;178;0;7
fuzz;2hx10+10;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798782.pyout;83;0;3
fuzz;2hx10+10;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798784.pyout;177;0;7
fuzz;2hx10+10;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798786.pyout;135;0;5
fuzz;2hx10+10;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798788.pyout;409;0;18
fuzz;2hx10+10;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798790.pyout;45;0;1
fuzz;2hx20+20;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798792.pyout;129;0;5
fuzz;2hx20+20;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798794.pyout;128;0;5
fuzz;2hx20+20;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798796.pyout;115;0;4
fuzz;2hx20+20;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798798.pyout;114;0;4
fuzz;2hx20+20;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798800.pyout;109;0;4
fuzz;2hx20+20;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798802.pyout;147;0;6
fuzz;2hx20+20;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798804.pyout;127;0;5
fuzz;2hx20+20;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798808.pyout;151;0;6
fuzz;2hx20+20;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798810.pyout;123;0;5
fuzz;2hx20+20;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798814.pyout;127;0;5
fuzz;2hx20+20;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798816.pyout;128;0;5
fuzz;2hx20+20;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798818.pyout;123;0;5
fuzz;2hx20+20;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798820.pyout;166;0;7
fuzz;2hx20+20;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798822.pyout;133;0;5
fuzz;2hx20+20;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798824.pyout;165;0;7
fuzz;2hx20+20;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798826.pyout;109;0;4
fuzz;2hx20+20;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798828.pyout;196;0;8
fuzz;2hx20+20;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798830.pyout;180;0;8
fuzz;2hx3;docker;sdo;docker-robofuzz-MI2.sh;2h;1679352748690.out;2030;1;3
fuzz;2hx3;docker;sdo;docker-robofuzz-MI2.sh;2h;1679360377775.out;5019;2;58
fuzz;2hx3;docker;sdo;docker-robofuzz-MI2.sh;2h;1679369527852.out;4985;2;55
fuzz;2hx3;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1799121.pyout;90;0;3
fuzz;2hx3;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1799217.pyout;63;0;2
fuzz;2hx3;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1799309.pyout;22;0;0
fuzz;2hx3;singularity;sdo;singularity-robofuzz-MI2.sh;2h;1679685860692.pyout;2141;1;10
fuzz;2hx3;singularity;sdo;singularity-robofuzz-MI2.sh;2h;1679700315232.pyout;2003;1;2
fuzz;2hx3;singularity;sdo;singularity-robofuzz-MI2.sh;2h;1679714767555.pyout;5115;2;62
fuzz;2hx5+5;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798760.pyout;127;0;5
fuzz;2hx5+5;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798762.pyout;212;0;9
fuzz;2hx5+5;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798764.pyout;212;0;9
fuzz;2hx5+5;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798766.pyout;170;0;7
fuzz;2hx5+5;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798768.pyout;104;0;4
fuzz;4hx3;docker;sdo;docker-robofuzz-MI2.sh;4h;1679453179819.out;1889;0;96
fuzz;4hx3;docker;sdo;docker-robofuzz-MI2.sh;4h;1679482121175.out;9867;5;8
fuzz;4hx3;docker;sdo;docker-robofuzz-MI2.sh;4h;1679511002028.out;1467;0;74
fuzz;4hx3;singularity;hpc;singularity-robofuzz-MI2.sh;4h;1799354.pyout;44;0;1
fuzz;4hx3;singularity;hpc;singularity-robofuzz-MI2.sh;4h;1799616.pyout;22;0;0
fuzz;4hx3;singularity;hpc;singularity-robofuzz-MI2.sh;4h;1799742.pyout;44;0;1
fuzz;4hx3;singularity;sdo;singularity-robofuzz-MI2.sh;4h;1679729217425.pyout;1753;0;90
fuzz;4hx3;singularity;sdo;singularity-robofuzz-MI2.sh;4h;1679758070727.pyout;2184;1;11
fuzz;4hx3;singularity;sdo;singularity-robofuzz-MI2.sh;4h;1679786923785.pyout;176;0;8
fuzz;all-1h-2h-4h;singularity;hpc;singularity-robofuzz-MI2.sh;1h;1798708.pyout;106;0;4
fuzz;all-1h-2h-4h;singularity;hpc;singularity-robofuzz-MI2.sh;1h;1798710.pyout;86;0;3
fuzz;all-1h-2h-4h;singularity;hpc;singularity-robofuzz-MI2.sh;1h;1798712.pyout;106;0;4
fuzz;all-1h-2h-4h;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798714.pyout;129;0;5
fuzz;all-1h-2h-4h;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798716.pyout;214;0;9
fuzz;all-1h-2h-4h;singularity;hpc;singularity-robofuzz-MI2.sh;2h;1798718.pyout;192;0;8
fuzz;all-1h-2h-4h;singularity;hpc;singularity-robofuzz-MI2.sh;4h;1798720.pyout;108;0;4
fuzz;all-1h-2h-4h;singularity;hpc;singularity-robofuzz-MI2.sh;4h;1798722.pyout;472;0;21
fuzz;all-1h-2h-4h;singularity;hpc;singularity-robofuzz-MI2.sh;4h;1798724.pyout;22;0;0
